NTA Experiment Summary File,,,,,
Created with NTA 3.2 Dev Build 3.2.16,,,,,
,,,,,
532.5,12254,26787,66641,35227,16257
533.5,12226,26891,65865,34994,16006
534.5,12222,27019,65086,34776,15746
535.5,12244,27172,64303,34573,15477
536.5,12291,27350,63515,34385,15200
537.5,12363,27552,62720,34212,14913
538.5,12461,27779,61918,34053,14617
539.5,12586,28032,61108,33908,14312
540.5,12737,28310,60288,33778,13996
541.5,12917,28613,59459,33663,13671
542.5,13124,28942,58619,33562,13335
543.5,13361,29298,57768,33476,12988
544.5,13629,29680,56906,33405,12631
545.5,13928,30089,56031,33349,12263
546.5,14260,30524,55144,33310,11884
547.5,14626,30987,54245,33286,11495
548.5,15029,31478,53333,33280,11094
549.5,15468,31996,52408,33291,10683
550.5,15948,32543,51470,33320,10262
551.5,16469,33118,50519,33369,9830
552.5,17033,33722,49556,33437,9390
553.5,17643,34354,48582,33526,8941
554.5,18301,35016,47595,33637,8484
555.5,19010,35706,46597,33771,8022
556.5,19772,36426,45589,33929,7557
557.5,20590,37174,44571,34112,7090
558.5,21468,37951,43544,34321,6626
559.5,22407,38758,42510,34558,6171
560.5,23411,39592,41468,34824,5732
561.5,24483,40455,40420,35119,5318
562.5,25627,41345,39367,35446,4943
563.5,26846,42262,38310,35806,4623
564.5,28142,43206,37251,36200,4380
565.5,29520,44174,36190,36628,4236
566.5,30982,45167,35130,37093,4211
567.5,32532,46183,34071,37595,4317
568.5,34173,47220,33015,38136,4554
569.5,35907,48278,31963,38716,4915
570.5,37738,49354,30917,39336,5382
571.5,39667,50445,29878,39997,5940
572.5,41697,51551,28847,40698,6573
573.5,43829,52669,27826,41441,7270
574.5,46065,53795,26816,42226,8021
575.5,48406,54928,25819,43051,8819
576.5,50850,56063,24836,43916,9658
577.5,53399,57197,23867,44821,10534
578.5,56050,58328,22915,45764,11444
579.5,58801,59450,21980,46744,12383
580.5,61650,60561,21063,47758,13351
581.5,64592,61655,20166,48804,14344
582.5,67623,62728,19289,49880,15361
583.5,70735,63776,18433,50981,16398
584.5,73922,64793,17599,52105,17453
585.5,77176,65775,16787,53246,18524
586.5,80485,66716,15998,54400,19608
587.5,83841,67611,15233,55562,20702
588.5,87229,68455,14491,56725,21801
589.5,90637,69242,13774,57884,22904
590.5,94049,69968,13081,59033,24005
591.5,97451,70626,12412,60163,25100
592.5,100824,71211,11768,61268,26185
593.5,104151,71718,11148,62339,27254
594.5,107412,72143,10553,63369,28303
595.5,110589,72480,9982,64350,29326
596.5,113659,72726,9435,65273,30317
597.5,116604,72875,8911,66130,31271
598.5,119402,72924,8411,66912,32181
599.5,122031,72870,7934,67612,33042
600.5,124472,72710,7479,68220,33847
601.5,126703,72441,7045,68730,34592
602.5,128706,72062,6634,69134,35270
603.5,130461,71571,6243,69425,35875
